310,190,190,390,280,280,360
270,190,200,340,290,370,340
300,200,200,310,350,250,390
300,190,190,380,280,370,290
350,160,160,280,290,360,400
370,190,180,340,330,320,270
260,190,160,310,400,350,330
300,180,200,330,390,340,260
370,170,190,290,330,330,320
320,180,200,260,360,350,330
340,190,160,250,380,300,380
390,200,180,350,280,300,300
330,200,180,360,260,380,290
360,200,200,240,320,340,340
260,170,170,370,320,360,350
310,200,160,390,330,320,290
360,200,190,300,290,350,310
320,190,180,310,340,260,400
340,190,170,310,390,280,320
400,180,190,310,270,280,370
330,200,190,280,330,350,320
320,200,140,350,350,320,320
320,180,190,350,320,280,360
400,160,190,320,270,310,350
370,200,160,230,330,390,320
270,190,200,380,370,240,350
310,200,180,270,400,310,330
340,130,200,280,360,320,370
300,160,180,330,350,350,330
380,180,200,280,360,380,220
