48,30,28,58,50,47,39
41,30,30,49,50,49,51
54,30,30,33,58,44,51
49,29,29,54,39,57,43
53,29,30,49,41,52,46
51,28,29,44,48,53,47
44,29,29,58,33,65,42
64,30,22,50,55,39,40
60,25,28,54,37,46,50
52,30,30,49,51,44,44
43,30,28,50,57,48,44
42,30,30,42,45,52,59
51,29,30,43,55,43,49
52,30,28,55,45,40,50
41,30,26,43,59,49,52
43,28,24,45,47,47,66
45,30,29,43,47,45,61
58,29,26,47,43,58,39
40,29,29,62,47,46,47
49,27,29,48,45,52,50
50,30,29,54,38,48,51
48,28,29,50,47,51,47
57,26,28,43,48,58,40
59,29,29,55,42,51,35
51,23,30,57,49,54,36
39,28,25,46,60,62,40
51,30,29,48,48,42,52
47,30,29,51,47,48,48
50,30,28,47,45,39,61
46,28,28,44,53,46,55
