31,27,29,23,26,33,31
37,27,29,25,29,30,23
31,27,21,32,34,27,28
38,29,28,21,35,24,25
29,27,25,36,28,17,38
30,26,29,34,25,33,23
36,30,20,32,30,31,21
31,23,20,31,29,34,32
38,28,18,33,25,32,26
33,23,19,29,31,34,31
27,29,30,29,35,30,20
30,26,30,32,32,27,23
27,28,27,31,28,37,22
31,24,28,27,34,32,24
35,29,24,25,34,27,26
33,29,30,27,30,26,25
28,27,22,23,33,37,30
32,24,29,32,19,32,32
29,23,28,21,30,32,37
34,30,29,23,27,29,28
41,23,24,25,32,27,28
21,30,26,37,20,34,32
28,23,21,37,26,30,35
24,25,23,35,30,30,33
25,29,27,36,26,28,29
30,26,18,25,33,41,27
36,24,22,26,35,30,27
27,21,30,29,39,20,34
22,22,26,23,37,33,37
28,23,27,36,20,29,37
