8,9,10,16,23,17,17
11,10,9,12,19,16,23
17,10,8,16,19,9,21
18,9,10,18,15,15,15
12,10,10,16,11,21,20
18,10,10,14,15,15,18
9,10,10,13,18,23,17
14,9,10,12,22,13,20
16,10,10,20,14,16,14
17,8,10,15,14,23,13
23,10,9,14,17,11,16
17,8,9,17,18,16,15
22,8,10,15,10,16,19
18,10,5,16,19,21,11
14,10,10,24,15,16,11
15,10,10,24,12,12,17
18,10,8,20,12,21,11
12,8,10,13,19,15,23
13,6,9,17,13,20,22
16,9,9,19,14,18,15
13,9,10,23,16,15,14
13,8,4,17,25,13,20
21,9,10,17,9,12,22
15,7,9,13,21,19,16
18,7,9,8,26,15,17
17,9,10,17,17,12,18
17,8,10,19,21,12,13
17,10,10,14,13,19,17
11,10,10,22,15,12,20
18,10,8,13,16,18,17
