59,53,60,58,59,57,54
52,51,63,59,58,48,69
59,50,56,72,47,56,60
54,63,49,60,49,57,68
55,52,72,50,64,42,65
62,52,56,50,64,64,52
50,60,42,52,67,57,72
60,56,54,44,62,56,68
65,63,42,52,59,59,60
54,51,50,55,60,63,67
69,55,58,50,53,53,62
54,55,63,54,56,64,54
55,71,67,55,60,45,47
60,54,47,68,57,52,62
55,62,64,48,58,54,59
52,54,47,59,62,72,54
62,62,67,52,52,43,62
53,52,67,65,53,60,50
53,62,56,61,53,59,56
62,53,52,57,65,53,58
68,43,52,67,59,61,50
63,48,65,52,54,62,56
60,61,51,53,64,56,55
70,48,57,58,52,53,62
63,67,63,53,51,43,60
49,59,64,47,68,61,52
55,50,71,58,53,59,54
51,59,67,49,62,76,36
52,56,62,64,50,64,52
55,69,72,51,56,55,42
59,51,57,49,69,53,62
59,63,67,49,44,62,56
63,58,61,54,60,48,56
66,56,55,64,53,39,67
62,65,51,54,60,56,52
56,56,56,52,58,61,61
49,60,64,52,55,64,56
56,72,61,62,55,41,53
60,46,62,48,68,64,52
52,65,53,54,61,66,49
43,60,66,68,54,56,53
48,58,55,59,57,66,57
67,56,55,56,42,61,63
57,48,70,49,68,65,43
68,52,47,69,51,47,66
69,57,58,48,62,56,50
64,62,61,52,50,53,58
64,56,53,57,56,57,57
58,53,73,61,57,50,48
59,62,63,56,52,58,50
57,54,65,53,49,59,63
71,50,51,60,47,59,62
66,53,62,61,57,56,45
49,59,62,53,50,54,73
52,43,51,62,59,71,62
43,66,55,56,55,64,61
58,53,62,52,60,57,58
56,58,57,47,74,55,53
60,58,54,59,41,66,62
49,46,70,50,61,61,63
55,46,56,53,62,65,63
51,59,69,43,58,57,63
46,54,55,75,51,60,59
44,58,68,51,61,47,71
48,53,45,60,57,67,70
61,50,59,50,73,50,57
53,68,61,51,54,62,51
64,53,51,61,56,58,57
53,60,60,54,57,57,59
66,54,51,48,60,64,57
55,58,56,46,61,47,77
64,70,53,50,52,48,63
55,53,57,78,56,47,54
48,55,56,61,47,73,60
61,51,44,63,51,61,69
61,52,63,59,49,57,59
49,61,57,64,56,55,58
58,61,51,57,64,58,51
59,64,62,48,59,63,45
63,55,54,51,60,53,64
59,48,49,62,66,57,59
58,46,52,65,55,65,59
65,46,63,64,51,65,46
49,65,57,50,54,72,53
57,54,55,56,49,58,71
42,69,51,55,50,60,73
55,64,66,55,38,59,63
61,57,46,58,63,61,54
69,74,62,52,43,57,43
72,67,49,49,56,54,53
55,66,55,67,49,57,51
61,62,54,56,60,47,60
51,61,68,47,61,66,46
57,52,55,61,56,70,49
58,60,39,55,56,64,68
57,65,59,53,49,59,58
58,55,50,52,56,65,64
58,53,60,54,70,48,57
53,56,59,45,63,62,62
51,56,46,51,63,66,67
