46,39,45,43,45,43,39
39,37,48,45,43,36,52
45,37,41,56,43,34,44
42,41,48,37,46,38,48
41,41,46,39,55,35,43
50,55,45,35,32,47,36
37,45,35,47,56,36,44
47,42,40,42,40,50,39
51,31,40,44,44,43,47
40,35,42,43,45,47,48
46,39,41,44,41,48,41
41,41,48,51,37,50,32
54,45,49,38,40,36,38
34,53,43,38,43,50,39
37,38,44,42,43,40,56
42,44,47,47,40,40,40
33,46,41,42,53,48,37
42,49,51,43,38,41,36
41,46,46,39,39,44,45
50,40,30,35,44,56,45
46,50,45,50,33,44,32
40,40,33,49,49,48,41
39,40,50,43,51,33,44
45,40,39,50,31,49,46
43,34,37,48,37,56,45
50,41,37,53,41,38,40
47,37,44,51,36,39,46
42,49,39,34,44,55,37
59,40,45,47,39,34,36
38,52,40,43,35,43,49
36,47,49,45,41,46,36
39,51,43,31,46,53,37
49,48,48,36,39,44,36
46,42,42,42,38,44,46
37,45,34,42,45,52,45
43,55,47,24,48,36,47
46,36,47,38,50,47,36
41,50,39,40,47,32,51
45,48,50,40,41,32,44
44,40,39,44,37,55,41
44,43,43,49,41,36,44
38,29,49,57,40,37,50
30,43,38,57,47,45,40
38,49,45,49,45,42,32
50,41,39,32,44,52,42
44,40,44,43,45,39,45
57,47,45,40,40,30,41
50,43,41,41,39,49,37
42,38,33,57,41,47,42
32,36,45,54,49,47,37
49,49,37,42,45,37,41
35,41,39,43,35,53,54
39,50,40,40,39,48,44
44,39,47,39,45,43,43
42,45,42,36,56,42,37
45,41,44,45,37,36,52
52,36,43,42,41,37,49
41,37,50,43,44,38,47
38,35,34,47,45,42,59
39,39,56,38,44,33,51
43,51,37,45,35,41,48
41,40,42,48,39,47,43
37,55,39,39,53,29,48
49,45,39,40,49,44,34
41,41,46,43,46,49,34
40,43,42,52,40,38,45
37,44,47,42,43,44,43
32,50,55,40,39,41,43
38,41,41,45,61,41,33
37,40,37,44,45,49,48
50,45,38,36,41,48,42
40,49,46,36,43,38,48
43,33,45,43,46,48,42
39,43,50,39,48,42,39
51,33,39,29,54,47,47
42,39,45,40,38,42,54
44,48,40,52,39,31,46
37,47,40,48,35,39,54
50,49,39,49,41,36,36
38,39,54,42,39,43,45
42,36,39,35,57,41,50
41,38,50,35,47,32,57
43,46,43,37,43,47,41
48,52,55,44,36,27,38
55,51,36,36,42,39,41
52,41,50,37,29,48,43
49,41,43,45,34,40,48
46,29,38,50,45,42,50
41,45,40,45,45,45,39
39,39,44,44,51,42,41
47,32,44,39,47,46,45
42,37,40,41,48,47,45
41,47,40,54,35,39,44
42,45,43,43,38,43,46
35,43,41,39,49,49,44
51,36,37,54,46,44,32
41,30,51,48,52,40,38
46,41,43,42,42,40,46
38,45,37,49,52,43,36
53,40,30,34,54,42,47
